contdir;contesq;veldir;velesq;disdir;diseq;tmp
25;25;5.11;5.11;0.51;0.51;204197
32;23;6.55;4.71;0.65;0.47;204310
40;13;8.18;2.66;0.82;0.27;204423
21;34;4.3;6.96;0.43;0.7;204536
21;33;4.3;6.75;0.43;0.68;204649
18;36;3.68;7.36;0.37;0.74;204764
27;25;5.52;5.11;0.55;0.51;204877
26;25;5.32;5.11;0.53;0.51;204990
30;25;6.14;5.11;0.61;0.51;205107
35;17;7.16;3.48;0.72;0.35;205220
25;27;5.11;5.52;0.51;0.55;205333
32;21;6.55;4.3;0.65;0.43;205446
25;27;5.11;5.52;0.51;0.55;205559
26;25;5.32;5.11;0.53;0.51;205672
26;25;5.32;5.11;0.53;0.51;205785
25;26;5.11;5.32;0.51;0.53;205898
26;25;5.32;5.11;0.53;0.51;206011
27;26;5.52;5.32;0.55;0.53;206126
24;29;4.91;5.93;0.49;0.59;206239
14;37;2.86;7.57;0.29;0.76;206352
16;33;3.27;6.75;0.33;0.68;206465
25;27;5.11;5.52;0.51;0.55;206580
32;33;6.55;6.75;0.65;0.68;206726
25;26;5.11;5.32;0.51;0.53;206839
30;23;6.14;4.71;0.61;0.47;206952
37;14;7.57;2.86;0.76;0.29;207065
35;20;7.16;4.09;0.72;0.41;207186
36;14;7.36;2.86;0.74;0.29;207299
35;15;7.16;3.07;0.72;0.31;207412
28;25;5.73;5.11;0.57;0.51;207525
24;26;4.91;5.32;0.49;0.53;207638
25;25;5.11;5.11;0.51;0.51;207751
26;25;5.32;5.11;0.53;0.51;207864
26;24;5.32;4.91;0.53;0.49;207977
26;25;5.32;5.11;0.53;0.51;208090
26;29;5.32;5.93;0.53;0.59;208211
14;38;2.86;7.77;0.29;0.78;208326
14;36;2.86;7.36;0.29;0.74;208439
15;37;3.07;7.57;0.31;0.76;208552
14;36;2.86;7.36;0.29;0.74;208665
21;30;4.3;6.14;0.43;0.61;208778
30;22;6.14;4.5;0.61;0.45;208891
42;11;8.59;2.25;0.86;0.23;209004
39;12;7.98;2.45;0.8;0.25;209117
40;12;8.18;2.45;0.82;0.25;209238
39;10;7.98;2.05;0.8;0.2;209351
38;10;7.77;2.05;0.78;0.2;209464
37;10;7.57;2.05;0.76;0.2;209577
38;11;7.77;2.25;0.78;0.23;209690
37;11;7.57;2.25;0.76;0.23;209803
41;9;8.39;1.84;0.84;0.18;209916
47;3;9.61;0.61;0.96;0.06;210029
36;12;7.36;2.45;0.74;0.25;210144
37;13;7.57;2.66;0.76;0.27;210259
37;13;7.57;2.66;0.76;0.27;210372
36;14;7.36;2.86;0.74;0.29;210485
37;13;7.57;2.66;0.76;0.27;210598
37;12;7.57;2.45;0.76;0.25;210711
36;13;7.36;2.66;0.74;0.27;210824
37;11;7.57;2.25;0.76;0.23;210937
37;12;7.57;2.45;0.76;0.25;211050
37;11;7.57;2.25;0.76;0.23;211163
36;13;7.36;2.66;0.74;0.27;211278
33;18;6.75;3.68;0.68;0.37;211391
25;27;5.11;5.52;0.51;0.55;211513
25;24;5.11;4.91;0.51;0.49;211626
26;25;5.32;5.11;0.53;0.51;211740
26;25;5.32;5.11;0.53;0.51;211855
26;25;5.32;5.11;0.53;0.51;211968
25;24;5.11;4.91;0.51;0.49;212080
25;24;5.11;4.91;0.51;0.49;212193
23;34;4.71;6.96;0.47;0.7;212315
27;25;5.52;5.11;0.55;0.51;212428
25;25;5.11;5.11;0.51;0.51;212541
25;24;5.11;4.91;0.51;0.49;212654
25;25;5.11;5.11;0.51;0.51;212766
25;25;5.11;5.11;0.51;0.51;212879
22;28;4.5;5.73;0.45;0.57;212991
14;37;2.86;7.57;0.29;0.76;213104
15;35;3.07;7.16;0.31;0.72;213216
37;22;7.57;4.5;0.76;0.45;213338
36;15;7.36;3.07;0.74;0.31;213451
25;25;5.11;5.11;0.51;0.51;213564
27;25;5.52;5.11;0.55;0.51;213679
36;15;7.36;3.07;0.74;0.31;213792
23;24;4.71;4.91;0.47;0.49;213905
24;23;4.91;4.71;0.49;0.47;214018
25;24;5.11;4.91;0.51;0.49;214131
34;18;6.96;3.68;0.7;0.37;214244
38;14;7.77;2.86;0.78;0.29;214362
35;13;7.16;2.66;0.72;0.27;214475
36;15;7.36;3.07;0.74;0.31;214588
36;14;7.36;2.86;0.74;0.29;214701
37;12;7.57;2.45;0.76;0.25;214814
37;12;7.57;2.45;0.76;0.25;214927
36;12;7.36;2.45;0.74;0.25;215040
37;12;7.57;2.45;0.76;0.25;215153
38;12;7.77;2.45;0.78;0.25;215266
39;12;7.98;2.45;0.8;0.25;215383
37;10;7.57;2.05;0.76;0.2;215496
37;9;7.57;1.84;0.76;0.18;215609
38;11;7.77;2.25;0.78;0.23;215722
37;10;7.57;2.05;0.76;0.2;215835
39;9;7.98;1.84;0.8;0.18;215948
38;8;7.77;1.64;0.78;0.16;216061
37;10;7.57;2.05;0.76;0.2;216173
48;12;9.82;2.45;0.98;0.25;216316
39;10;7.98;2.05;0.8;0.2;216431
39;10;7.98;2.05;0.8;0.2;216544
39;11;7.98;2.25;0.8;0.23;216657
39;11;7.98;2.25;0.8;0.23;216770
39;11;7.98;2.25;0.8;0.23;216883
39;10;7.98;2.05;0.8;0.2;216996
39;11;7.98;2.25;0.8;0.23;217109
39;10;7.98;2.05;0.8;0.2;217224
39;10;7.98;2.05;0.8;0.2;217337
39;9;7.98;1.84;0.8;0.18;217452
38;9;7.77;1.84;0.78;0.18;217565
38;8;7.77;1.64;0.78;0.16;217678
38;10;7.77;2.05;0.78;0.2;217791
38;10;7.77;2.05;0.78;0.2;217904
38;10;7.77;2.05;0.78;0.2;218017
39;11;7.98;2.25;0.8;0.23;218130
37;10;7.57;2.05;0.76;0.2;218243
36;13;7.36;2.66;0.74;0.27;218356
37;14;7.57;2.86;0.76;0.29;218471
38;13;7.77;2.66;0.78;0.27;218584
35;12;7.16;2.45;0.72;0.25;218697
36;14;7.36;2.86;0.74;0.29;218810
36;15;7.36;3.07;0.74;0.31;218925
35;15;7.16;3.07;0.72;0.31;219038
34;15;6.96;3.07;0.7;0.31;219150
35;15;7.16;3.07;0.72;0.31;219263
34;14;6.96;2.86;0.7;0.29;219375
35;16;7.16;3.27;0.72;0.33;219490
32;18;6.55;3.68;0.65;0.37;219603
14;35;2.86;7.16;0.29;0.72;219715
14;32;2.86;6.55;0.29;0.65;219827
23;26;4.71;5.32;0.47;0.53;219939
26;25;5.32;5.11;0.53;0.51;220051
38;12;7.77;2.45;0.78;0.25;220163
31;20;6.34;4.09;0.63;0.41;220275
25;23;5.11;4.71;0.51;0.47;220387
27;26;5.52;5.32;0.55;0.53;220509
26;26;5.32;5.32;0.53;0.53;220628
25;25;5.11;5.11;0.51;0.51;220743
24;25;4.91;5.11;0.49;0.51;220856
27;35;5.52;7.16;0.55;0.72;220995
12;38;2.45;7.77;0.25;0.78;221108
14;35;2.86;7.16;0.29;0.72;221220
16;34;3.27;6.96;0.33;0.7;221333
26;25;5.32;5.11;0.53;0.51;221445
27;23;5.52;4.71;0.55;0.47;221562
25;25;5.11;5.11;0.51;0.51;221675
24;26;4.91;5.32;0.49;0.53;221788
24;25;4.91;5.11;0.49;0.51;221900
40;17;8.18;3.48;0.82;0.35;222013
32;20;6.55;4.09;0.65;0.41;222125
42;10;8.59;2.05;0.86;0.2;222238
34;15;6.96;3.07;0.7;0.31;222350
36;15;7.36;3.07;0.74;0.31;222465
35;18;7.16;3.68;0.72;0.37;222586
33;19;6.75;3.89;0.68;0.39;222699
36;14;7.36;2.86;0.74;0.29;222812
37;11;7.57;2.25;0.76;0.23;222925
36;9;7.36;1.84;0.74;0.18;223037
36;11;7.36;2.25;0.74;0.23;223150
36;12;7.36;2.45;0.74;0.25;223262
36;12;7.36;2.45;0.74;0.25;223375
36;13;7.36;2.66;0.74;0.27;223487
37;13;7.57;2.66;0.76;0.27;223602
37;13;7.57;2.66;0.76;0.27;223715
38;12;7.77;2.45;0.78;0.25;223828
37;10;7.57;2.05;0.76;0.2;223940
37;10;7.57;2.05;0.76;0.2;224053
37;10;7.57;2.05;0.76;0.2;224165
38;12;7.77;2.45;0.78;0.25;224280
37;11;7.57;2.25;0.76;0.23;224392
36;12;7.36;2.45;0.74;0.25;224505
38;11;7.77;2.25;0.78;0.23;224620
37;12;7.57;2.45;0.76;0.25;224733
37;12;7.57;2.45;0.76;0.25;224845
37;10;7.57;2.05;0.76;0.2;224958
36;8;7.36;1.64;0.74;0.16;225070
36;8;7.36;1.64;0.74;0.16;225183
36;8;7.36;1.64;0.74;0.16;225295
37;9;7.57;1.84;0.76;0.18;225408
36;10;7.36;2.05;0.74;0.2;225520
38;12;7.77;2.45;0.78;0.25;225635
40;12;8.18;2.45;0.82;0.25;225758
36;12;7.36;2.45;0.74;0.25;225871
36;12;7.36;2.45;0.74;0.25;225983
37;12;7.57;2.45;0.76;0.25;226098
36;12;7.36;2.45;0.74;0.25;226210
36;11;7.36;2.25;0.74;0.23;226323
36;11;7.36;2.25;0.74;0.23;226435
35;10;7.16;2.05;0.72;0.2;226548
34;14;6.96;2.86;0.7;0.29;226663
27;23;5.52;4.71;0.55;0.47;226776
24;24;4.91;4.91;0.49;0.49;226888
25;24;5.11;4.91;0.51;0.49;227001
25;24;5.11;4.91;0.51;0.49;227113
26;23;5.32;4.71;0.53;0.47;227226
25;23;5.11;4.71;0.51;0.47;227338
25;24;5.11;4.91;0.51;0.49;227451
26;25;5.32;5.11;0.53;0.51;227563
27;25;5.52;5.11;0.55;0.51;227685
17;36;3.48;7.36;0.35;0.74;227800
20;30;4.09;6.14;0.41;0.61;227913
29;22;5.93;4.5;0.59;0.45;228025
33;18;6.75;3.68;0.68;0.37;228138
24;25;4.91;5.11;0.49;0.51;228250
22;26;4.5;5.32;0.45;0.53;228363
21;28;4.3;5.73;0.43;0.57;228475
15;35;3.07;7.16;0.31;0.72;228588
24;26;4.91;5.32;0.49;0.53;228703
29;21;5.93;4.3;0.59;0.43;228816
38;13;7.77;2.66;0.78;0.27;228930
25;23;5.11;4.71;0.51;0.47;229043
23;24;4.71;4.91;0.47;0.49;229155
24;24;4.91;4.91;0.49;0.49;229268
24;23;4.91;4.71;0.49;0.47;229380
24;24;4.91;4.91;0.49;0.49;229493
25;24;5.11;4.91;0.51;0.49;229608
26;25;5.32;5.11;0.53;0.51;229723
25;24;5.11;4.91;0.51;0.49;229836
24;24;4.91;4.91;0.49;0.49;229949
28;19;5.73;3.89;0.57;0.39;230061
25;24;5.11;4.91;0.51;0.49;230173
24;24;4.91;4.91;0.49;0.49;230286
24;24;4.91;4.91;0.49;0.49;230398
30;29;6.14;5.93;0.61;0.59;230536
21;29;4.3;5.93;0.43;0.59;230648
11;40;2.25;8.18;0.23;0.82;230770
16;32;3.27;6.55;0.33;0.65;230883
25;23;5.11;4.71;0.51;0.47;230996
25;24;5.11;4.91;0.51;0.49;231108
25;26;5.11;5.32;0.51;0.53;231220
25;25;5.11;5.11;0.51;0.51;231335
17;33;3.48;6.75;0.35;0.68;231447
13;34;2.66;6.96;0.27;0.7;231559
16;33;3.27;6.75;0.33;0.68;231671
25;27;5.11;5.52;0.51;0.55;231793
20;31;4.09;6.34;0.41;0.63;231906
2;48;0.41;9.82;0.04;0.98;232019
43;19;8.8;3.89;0.88;0.39;232131
21;44;4.3;9;0.43;0.9;232243
20;37;4.09;7.57;0.41;0.76;232355
55;10;11.25;2.05;1.13;0.2;232468
47;0;9.61;0;0.96;0;232580
17;44;3.48;9;0.35;0.9;232692
18;42;3.68;8.59;0.37;0.86;232813
43;23;8.8;4.71;0.88;0.47;232926
23;43;4.71;8.8;0.47;0.88;233039
56;6;11.46;1.23;1.15;0.12;233154
46;0;9.41;0;0.94;0;233266
45;0;9.21;0;0.92;0;233378
45;0;9.21;0;0.92;0;233490
45;0;9.21;0;0.92;0;233602
45;0;9.21;0;0.92;0;233714
48;0;9.82;0;0.98;0;233836
44;0;9;0;0.9;0;233949
45;0;9.21;0;0.92;0;234062
44;0;9;0;0.9;0;234174
35;9;7.16;1.84;0.72;0.18;234286
37;12;7.57;2.45;0.76;0.25;234398
38;11;7.77;2.25;0.78;0.23;234510
34;15;6.96;3.07;0.7;0.31;234622
34;14;6.96;2.86;0.7;0.29;234734
36;16;7.36;3.27;0.74;0.33;234855
34;15;6.96;3.07;0.7;0.31;234970
34;15;6.96;3.07;0.7;0.31;235082
33;19;6.75;3.89;0.68;0.39;235204
20;30;4.09;6.14;0.41;0.61;235316
13;36;2.66;7.36;0.27;0.74;235428
12;35;2.45;7.16;0.25;0.72;235540
13;35;2.66;7.16;0.27;0.72;235652
13;35;2.66;7.16;0.27;0.72;235764
16;36;3.27;7.36;0.33;0.74;235886
24;25;4.91;5.11;0.49;0.51;235999
24;25;4.91;5.11;0.49;0.51;236112
25;24;5.11;4.91;0.51;0.49;236224
24;23;4.91;4.71;0.49;0.47;236336
24;23;4.91;4.71;0.49;0.47;236448
25;24;5.11;4.91;0.51;0.49;236560
25;25;5.11;5.11;0.51;0.51;236675
20;30;4.09;6.14;0.41;0.61;236787
3;50;0.61;10.23;0.06;1.02;236908
0;45;0;9.21;0;0.92;237021
2;45;0.41;9.21;0.04;0.92;237134
3;44;0.61;9;0.06;0.9;237246
8;42;1.64;8.59;0.16;0.86;237358
50;14;10.23;2.86;1.02;0.29;237472
47;0;9.61;0;0.96;0;237584
45;0;9.21;0;0.92;0;237696
45;0;9.21;0;0.92;0;237808
50;0;10.23;0;1.02;0;237930
46;0;9.41;0;0.94;0;238043
46;0;9.41;0;0.94;0;238156
44;0;9;0;0.9;0;238268
45;0;9.21;0;0.92;0;238380
47;0;9.61;0;0.96;0;238495
44;0;9;0;0.9;0;238607
44;64;9;13.09;0.9;1.31;238719
43;14;8.8;2.86;0.88;0.29;238831
45;0;9.21;0;0.92;0;238946
45;0;9.21;0;0.92;0;239059
44;0;9;0;0.9;0;239171
45;0;9.21;0;0.92;0;239283
44;0;9;0;0.9;0;239395
45;0;9.21;0;0.92;0;239507
46;0;9.41;0;0.94;0;239619
46;0;9.41;0;0.94;0;239731
47;0;9.61;0;0.96;0;239843
58;0;11.86;0;1.19;0;239984
63;0;12.89;0;1.29;0;240140
47;0;9.61;0;0.96;0;240253
46;0;9.41;0;0.94;0;240368
45;0;9.21;0;0.92;0;240480
45;0;9.21;0;0.92;0;240592
46;0;9.41;0;0.94;0;240704
45;0;9.21;0;0.92;0;240816
53;0;10.84;0;1.08;0;240949
41;7;8.39;1.43;0.84;0.14;241062
43;7;8.8;1.43;0.88;0.14;241175
26;23;5.32;4.71;0.53;0.47;241287
23;24;4.71;4.91;0.47;0.49;241399
26;23;5.32;4.71;0.53;0.47;241511
25;22;5.11;4.5;0.51;0.45;241623
26;23;5.32;4.71;0.53;0.47;241735
29;27;5.93;5.52;0.59;0.55;241865
27;25;5.52;5.11;0.55;0.51;241987
26;24;5.32;4.91;0.53;0.49;242102
26;23;5.32;4.71;0.53;0.47;242214
25;23;5.11;4.71;0.51;0.47;242326
25;24;5.11;4.91;0.51;0.49;242438
25;22;5.11;4.5;0.51;0.45;242550
24;23;4.91;4.71;0.49;0.47;242662
27;26;5.52;5.32;0.55;0.53;242788
25;23;5.11;4.71;0.51;0.47;242900
25;24;5.11;4.91;0.51;0.49;243015
26;23;5.32;4.71;0.53;0.47;243128
24;22;4.91;4.5;0.49;0.45;243240
24;23;4.91;4.71;0.49;0.47;243352
24;22;4.91;4.5;0.49;0.45;243464
24;23;4.91;4.71;0.49;0.47;243576
30;27;6.14;5.52;0.61;0.55;243711
24;23;4.91;4.71;0.49;0.47;243823
24;23;4.91;4.71;0.49;0.47;243938
25;22;5.11;4.5;0.51;0.45;244053
25;24;5.11;4.91;0.51;0.49;244166
27;23;5.52;4.71;0.55;0.47;244278
26;24;5.32;4.91;0.53;0.49;244390
32;29;6.55;5.93;0.65;0.59;244528
26;24;5.32;4.91;0.53;0.49;244640
26;24;5.32;4.91;0.53;0.49;244752
28;26;5.73;5.32;0.57;0.53;244867
25;24;5.11;4.91;0.51;0.49;244979
27;24;5.52;4.91;0.55;0.49;245094
26;25;5.32;5.11;0.53;0.51;245207
26;23;5.32;4.71;0.53;0.47;245319
30;28;6.14;5.73;0.61;0.57;245458
24;22;4.91;4.5;0.49;0.45;245570
23;22;4.71;4.5;0.47;0.45;245682
23;21;4.71;4.3;0.47;0.43;245793
23;21;4.71;4.3;0.47;0.43;245906
21;21;4.3;4.3;0.43;0.43;246019
23;21;4.71;4.3;0.47;0.43;246135
25;23;5.11;4.71;0.51;0.47;246254
29;29;5.93;5.93;0.59;0.59;246394
27;25;5.52;5.11;0.55;0.51;246507
26;25;5.32;5.11;0.53;0.51;246620
25;24;5.11;4.91;0.51;0.49;246733
23;30;4.71;6.14;0.47;0.61;246846
10;41;2.05;8.39;0.2;0.84;246959
17;33;3.48;6.75;0.35;0.68;247072
24;30;4.91;6.14;0.49;0.61;247194
18;41;3.68;8.39;0.37;0.84;247333
15;34;3.07;6.96;0.31;0.7;247446
21;29;4.3;5.93;0.43;0.59;247561
25;25;5.11;5.11;0.51;0.51;247674
23;25;4.71;5.11;0.47;0.51;247787
24;25;4.91;5.11;0.49;0.51;247900
23;24;4.71;4.91;0.47;0.49;248013
24;25;4.91;5.11;0.49;0.51;248126
31;31;6.34;6.34;0.63;0.63;248274
29;22;5.93;4.5;0.59;0.45;248387
38;11;7.77;2.25;0.78;0.23;248500
35;12;7.16;2.45;0.72;0.25;248613
35;14;7.16;2.86;0.72;0.29;248726
27;21;5.52;4.3;0.55;0.43;248839
23;24;4.71;4.91;0.47;0.49;248952
24;25;4.91;5.11;0.49;0.51;249065
32;30;6.55;6.14;0.65;0.61;249205
26;25;5.32;5.11;0.53;0.51;249320
27;25;5.52;5.11;0.55;0.51;249435
25;24;5.11;4.91;0.51;0.49;249548
25;23;5.11;4.71;0.51;0.47;249661
30;27;6.14;5.52;0.61;0.55;249792
25;25;5.11;5.11;0.51;0.51;249910
35;28;7.16;5.73;0.72;0.57;250048
26;23;5.32;4.71;0.53;0.47;250161
29;25;5.93;5.11;0.59;0.51;250277
24;23;4.91;4.71;0.49;0.47;250390
27;24;5.52;4.91;0.55;0.49;250503
27;24;5.52;4.91;0.55;0.49;250616
25;24;5.11;4.91;0.51;0.49;250729
25;24;5.11;4.91;0.51;0.49;250842
31;29;6.34;5.93;0.63;0.59;250981
25;23;5.11;4.71;0.51;0.47;251094
26;24;5.32;4.91;0.53;0.49;251209
26;24;5.32;4.91;0.53;0.49;251325
27;24;5.52;4.91;0.55;0.49;251438
28;23;5.73;4.71;0.57;0.47;251551
25;24;5.11;4.91;0.51;0.49;251664
28;24;5.73;4.91;0.57;0.49;251777
32;29;6.55;5.93;0.65;0.59;251919
26;23;5.32;4.71;0.53;0.47;252032
26;23;5.32;4.71;0.53;0.47;252145
26;24;5.32;4.91;0.53;0.49;252258
25;23;5.11;4.71;0.51;0.47;252374
26;24;5.32;4.91;0.53;0.49;252487
25;24;5.11;4.91;0.51;0.49;252600
26;23;5.32;4.71;0.53;0.47;252713
34;29;6.96;5.93;0.7;0.59;252851
24;23;4.91;4.71;0.49;0.47;252964
26;24;5.32;4.91;0.53;0.49;253079
25;24;5.11;4.91;0.51;0.49;253192
25;24;5.11;4.91;0.51;0.49;253305
26;24;5.32;4.91;0.53;0.49;253421
25;23;5.11;4.71;0.51;0.47;253534
31;28;6.34;5.73;0.63;0.57;253673
21;28;4.3;5.73;0.43;0.57;253786
15;36;3.07;7.36;0.31;0.74;253899
24;26;4.91;5.32;0.49;0.53;254012
23;24;4.71;4.91;0.47;0.49;254125
24;24;4.91;4.91;0.49;0.49;254238
23;24;4.71;4.91;0.47;0.49;254351
23;25;4.71;5.11;0.47;0.51;254467
30;30;6.14;6.14;0.61;0.61;254608
24;25;4.91;5.11;0.49;0.51;254723
24;25;4.91;5.11;0.49;0.51;254838
23;24;4.71;4.91;0.47;0.49;254951
24;25;4.91;5.11;0.49;0.51;255064
23;24;4.71;4.91;0.47;0.49;255177
16;34;3.27;6.96;0.33;0.7;255295
0;45;0;9.21;0;0.92;255408
0;58;0;11.86;0;1.19;255556
0;44;0;9;0;0.9;255669
0;44;0;9;0;0.9;255782
0;44;0;9;0;0.9;255895
0;44;0;9;0;0.9;256008
0;44;0;9;0;0.9;256121
0;44;0;9;0;0.9;256234
0;45;0;9.21;0;0.92;256347
3;54;0.61;11.05;0.06;1.1;256487
11;37;2.25;7.57;0.23;0.76;256608
10;36;2.05;7.36;0.2;0.74;256723
9;36;1.84;7.36;0.18;0.74;256836
11;35;2.25;7.16;0.23;0.72;256949
8;35;1.64;7.16;0.16;0.72;257062
9;36;1.84;7.36;0.18;0.74;257175
10;43;2.05;8.8;0.2;0.88;257313
9;37;1.84;7.57;0.18;0.76;257432
11;34;2.25;6.96;0.23;0.7;257545
21;28;4.3;5.73;0.43;0.57;257667
23;24;4.71;4.91;0.47;0.49;257780
23;25;4.71;5.11;0.47;0.51;257893
22;24;4.5;4.91;0.45;0.49;258006
24;25;4.91;5.11;0.49;0.51;258119
22;25;4.5;5.11;0.45;0.51;258232
24;24;4.91;4.91;0.49;0.49;258345
23;25;4.71;5.11;0.47;0.51;258460
22;23;4.5;4.71;0.45;0.47;258573
21;24;4.3;4.91;0.43;0.49;258688
23;24;4.71;4.91;0.47;0.49;258801
22;24;4.5;4.91;0.45;0.49;258914
21;23;4.3;4.71;0.43;0.47;259027
22;21;4.5;4.3;0.45;0.43;259140
23;21;4.71;4.3;0.47;0.43;259253
26;22;5.32;4.5;0.53;0.45;259366
25;21;5.11;4.3;0.51;0.43;259481
25;23;5.11;4.71;0.51;0.47;259594
23;24;4.71;4.91;0.47;0.49;259709
25;24;5.11;4.91;0.51;0.49;259822
23;25;4.71;5.11;0.47;0.51;259935
24;24;4.91;4.91;0.49;0.49;260048
23;25;4.71;5.11;0.47;0.51;260161
24;25;4.91;5.11;0.49;0.51;260276
27;21;5.52;4.3;0.55;0.43;260389
38;11;7.77;2.25;0.78;0.23;260502
34;13;6.96;2.66;0.7;0.27;260615
35;18;7.16;3.68;0.72;0.37;260737
22;27;4.5;5.52;0.45;0.55;260850
24;24;4.91;4.91;0.49;0.49;260963
26;24;5.32;4.91;0.53;0.49;261076
25;24;5.11;4.91;0.51;0.49;261189
23;27;4.71;5.52;0.47;0.55;261302
15;33;3.07;6.75;0.31;0.68;261415
24;26;4.91;5.32;0.49;0.53;261528
24;23;4.91;4.71;0.49;0.47;261641
26;26;5.32;5.32;0.53;0.53;261763
24;25;4.91;5.11;0.49;0.51;261876
23;24;4.71;4.91;0.47;0.49;261989
23;24;4.71;4.91;0.47;0.49;262100
24;24;4.91;4.91;0.49;0.49;262213
23;23;4.71;4.71;0.47;0.47;262326
24;25;4.91;5.11;0.49;0.51;262439
25;25;5.11;5.11;0.51;0.51;262552
23;24;4.71;4.91;0.47;0.49;262665
38;17;7.77;3.48;0.78;0.35;262787
39;9;7.98;1.84;0.8;0.18;262900
23;40;4.71;8.18;0.47;0.82;263013
23;29;4.71;5.93;0.47;0.59;263126
16;34;3.27;6.96;0.33;0.7;263239
15;33;3.07;6.75;0.31;0.68;263352
13;35;2.66;7.16;0.27;0.72;263465
13;35;2.66;7.16;0.27;0.72;263578
13;34;2.66;6.96;0.27;0.7;263691
16;38;3.27;7.77;0.33;0.78;263815
13;38;2.66;7.77;0.27;0.78;263928
1;46;0.2;9.41;0.02;0.94;264042
4;43;0.82;8.8;0.08;0.88;264155
17;45;3.48;9.21;0.35;0.92;264295
0;48;0;9.82;0;0.98;264408
0;47;0;9.61;0;0.96;264521
0;47;0;9.61;0;0.96;264634
0;46;0;9.41;0;0.94;264747
0;50;0;10.23;0;1.02;264868
0;47;0;9.61;0;0.96;264981
10;39;2.05;7.98;0.2;0.8;265094
12;36;2.45;7.36;0.25;0.74;265207
12;36;2.45;7.36;0.25;0.74;265320
10;36;2.05;7.36;0.2;0.74;265433
9;35;1.84;7.16;0.18;0.72;265546
9;36;1.84;7.36;0.18;0.74;265661
10;36;2.05;7.36;0.2;0.74;265774
11;38;2.25;7.77;0.23;0.78;265895
9;36;1.84;7.36;0.18;0.74;266008
9;36;1.84;7.36;0.18;0.74;266121
9;36;1.84;7.36;0.18;0.74;266234
17;30;3.48;6.14;0.35;0.61;266347
21;26;4.3;5.32;0.43;0.53;266460
23;25;4.71;5.11;0.47;0.51;266573
22;25;4.5;5.11;0.45;0.51;266686
23;25;4.71;5.11;0.47;0.51;266799
26;27;5.32;5.52;0.53;0.55;266921
24;25;4.91;5.11;0.49;0.51;267034
23;26;4.71;5.32;0.47;0.53;267147
24;24;4.91;4.91;0.49;0.49;267260
24;25;4.91;5.11;0.49;0.51;267375
24;26;4.91;5.32;0.49;0.53;267488
24;25;4.91;5.11;0.49;0.51;267601
25;26;5.11;5.32;0.51;0.53;267714
25;25;5.11;5.11;0.51;0.51;267827
24;25;4.91;5.11;0.49;0.51;267942
24;25;4.91;5.11;0.49;0.51;268055
25;26;5.11;5.32;0.51;0.53;268168
25;25;5.11;5.11;0.51;0.51;268281
23;25;4.71;5.11;0.47;0.51;268394
24;25;4.91;5.11;0.49;0.51;268507
24;25;4.91;5.11;0.49;0.51;268620
24;25;4.91;5.11;0.49;0.51;268733
24;25;4.91;5.11;0.49;0.51;268846
25;25;5.11;5.11;0.51;0.51;268961
26;26;5.32;5.32;0.53;0.53;269084
25;26;5.11;5.32;0.51;0.53;269199
24;25;4.91;5.11;0.49;0.51;269312
25;25;5.11;5.11;0.51;0.51;269425
24;24;4.91;4.91;0.49;0.49;269538
24;25;4.91;5.11;0.49;0.51;269651
25;25;5.11;5.11;0.51;0.51;269764
24;24;4.91;4.91;0.49;0.49;269877
24;25;4.91;5.11;0.49;0.51;269992
25;26;5.11;5.32;0.51;0.53;270105
24;25;4.91;5.11;0.49;0.51;270218
25;24;5.11;4.91;0.51;0.49;270331
24;25;4.91;5.11;0.49;0.51;270444
25;24;5.11;4.91;0.51;0.49;270557
28;21;5.73;4.3;0.57;0.43;270670
35;13;7.16;2.66;0.72;0.27;270783
31;18;6.34;3.68;0.63;0.37;270898
28;22;5.73;4.5;0.57;0.45;271013
24;25;4.91;5.11;0.49;0.51;271126
24;25;4.91;5.11;0.49;0.51;271239
25;25;5.11;5.11;0.51;0.51;271352
26;24;5.32;4.91;0.53;0.49;271465
26;25;5.32;5.11;0.53;0.51;271578
25;24;5.11;4.91;0.51;0.49;271691
25;24;5.11;4.91;0.51;0.49;271804
26;25;5.32;5.11;0.53;0.51;271917
26;24;5.32;4.91;0.53;0.49;272032
25;25;5.11;5.11;0.51;0.51;272145
26;25;5.32;5.11;0.53;0.51;272258
26;25;5.32;5.11;0.53;0.51;272372
25;24;5.11;4.91;0.51;0.49;272485
26;25;5.32;5.11;0.53;0.51;272598
27;25;5.52;5.11;0.55;0.51;272713
25;24;5.11;4.91;0.51;0.49;272826
31;23;6.34;4.71;0.63;0.47;272939
35;17;7.16;3.48;0.72;0.35;273061
26;24;5.32;4.91;0.53;0.49;273174
23;23;4.71;4.71;0.47;0.47;273287
24;24;4.91;4.91;0.49;0.49;273400
24;24;4.91;4.91;0.49;0.49;273513
25;24;5.11;4.91;0.51;0.49;273626
24;24;4.91;4.91;0.49;0.49;273738
30;29;6.14;5.93;0.61;0.59;273876
26;25;5.32;5.11;0.53;0.51;273989
27;26;5.52;5.32;0.55;0.53;274111
26;25;5.32;5.11;0.53;0.51;274224
25;24;5.11;4.91;0.51;0.49;274337
25;24;5.11;4.91;0.51;0.49;274450
24;24;4.91;4.91;0.49;0.49;274561
25;25;5.11;5.11;0.51;0.51;274674
25;24;5.11;4.91;0.51;0.49;274787
27;24;5.52;4.91;0.55;0.49;274900
26;24;5.32;4.91;0.53;0.49;275013
